Time,FL0_ang,FL1_ang,FL2_ang,FR0_ang,FR1_ang,FR2_ang,RL0_ang,RL1_ang,RL2_ang,RR0_ang,RR1_ang,RR2_ang
0.14,0.482442170381546,1.08368127346039,-2.72404909133911,-0.449959624375705,1.08890104293823,-2.74324107170105,0.323194456100464,1.16308104991913,-2.76248197811474,-0.382405191659927,1.15060663223267,-2.77201676368713
0.145,0.482460397775986,1.08368127346039,-2.7240571975708,-0.449966541260617,1.08890104293823,-2.7432369724889,0.323182344436646,1.16308104991913,-2.76248950958252,-0.382405191659927,1.15060663223267,-2.77201676368713
0.15,0.482466381788254,1.08370507872758,-2.7240571975708,-0.449972528219223,1.08890104293823,-2.74323296546936,0.323194038040016,1.16308104991913,-2.76248950958252,-0.382405191659927,1.15060663223267,-2.77200865745544
0.155,0.48244923437178,1.08371054098352,-2.72404909133911,-0.449972528219223,1.08888893127441,-2.74322485923767,0.323206567764282,1.16308104991913,-2.76247339248657,-0.382417303323746,1.15060663223267,-2.7720120334918
0.16,0.482442170381546,1.08370694210014,-2.72404909133911,-0.449972528219223,1.08888893127441,-2.74322485923767,0.323195901412575,1.16308104991913,-2.76248048938987,-0.382417303323746,1.15060663223267,-2.77201676368713
0.165,0.482442170381546,1.08370162498556,-2.72404909133911,-0.449960416555405,1.0889049147407,-2.74322485923767,0.323182344436646,1.16309316158295,-2.76249208570306,-0.382389208193642,1.15060663223267,-2.77201676368713
0.17,0.4824542760849,1.08368127346039,-2.72404909133911,-0.449951253632154,1.08892526626587,-2.74322485923767,0.323182344436646,1.16309316158295,-2.76249147153983,-0.382380968332291,1.15059452056885,-2.77201676368713
0.175,0.4824542760849,1.08368127346039,-2.72404909133911,-0.449972528219223,1.08892307065668,-2.74322485923767,0.323182344436646,1.16308104991913,-2.76248804872444,-0.382395275605294,1.15059452056885,-2.77201529418492
0.18,0.482442170381546,1.08368590068728,-2.7240571975708,-0.449967900992326,1.08890104293823,-2.74322485923767,0.323182344436646,1.16308104991913,-2.76248145103455,-0.382405191659927,1.15060663223267,-2.77200865745544
0.185,0.482442170381546,1.08368060552587,-2.7240571975708,-0.449959748620887,1.08888893127441,-2.74322485923767,0.323182344436646,1.16308104991913,-2.76248950958252,-0.382405859594446,1.15060663223267,-2.77201721072992
0.19,0.482442170381546,1.08366309930233,-2.72404909133911,-0.449942255722006,1.08889498044399,-2.74322485923767,0.323182344436646,1.16308104991913,-2.76248145103455,-0.382411254154165,1.15060663223267,-2.77202486991882
0.195,0.482442170381546,1.08365768583821,-2.72404909133911,-0.449935557522304,1.08891315460205,-2.74322485923767,0.323182344436646,1.16308104991913,-2.76247339248657,-0.382405191659927,1.15060663223267,-2.77201676368713
0.2,0.482442170381546,1.08366162534058,-2.72404909133911,-0.449952880099414,1.08890857939422,-2.74322485923767,0.323182344436646,1.16308104991913,-2.76248145103455,-0.382397655203937,1.15059452056885,-2.77200865745544
0.205,0.482442170381546,1.08367883432596,-2.72404909133911,-0.449972528219223,1.08890104293823,-2.74321842357835,0.323182344436646,1.16309316158295,-2.76248145103455,-0.382405191659927,1.15058484803946,-2.77201513119559
0.21,0.482442170381546,1.08370282383222,-2.72404909133911,-0.449972528219223,1.08888893127441,-2.7432168006897,0.323182344436646,1.16309316158295,-2.76247967257183,-0.382417303323746,1.15058240890503,-2.7720185526733
0.215,0.482442170381546,1.08368553274045,-2.72404909133911,-0.449972528219223,1.08888893127441,-2.74322202530724,0.323182344436646,1.16308104991913,-2.7624653339386,-0.382417303323746,1.15059026128879,-2.77201961438639
0.22,0.482442882974615,1.08366916179657,-2.72404909133911,-0.449972528219223,1.08890104293823,-2.74322485923767,0.323182344436646,1.16308104991913,-2.7624653339386,-0.382405191659927,1.15060663223267,-2.77202439275163
0.225,0.4824542760849,1.08367513797241,-2.72404909133911,-0.449960416555405,1.08891315460205,-2.7432288590404,0.323182344436646,1.16308104991913,-2.76247339248657,-0.382399215484092,1.15060663223267,-2.77201676368713
0.23,0.4824542760849,1.08369240758411,-2.72404909133911,-0.449972528219223,1.08892526626587,-2.74323296546936,0.32319347856037,1.16308104991913,-2.76247339248657,-0.382404214119834,1.15060663223267,-2.77201741794625
